"Level","Item","Description","Qty","Packing DOKAR","Packing DOKNR","Label DOKAR","Label DOKNR","Draw ID","Generic Item","FQty","2BOM","SAP Material ID","SAP Template","Blue","Bblock","BBtype","Smartpart"
"4","HE00S25Z01502","CAPTEUR UHF PDWATCH EQUIPE SUR D115","1","","","","","","","","","","","","","","HE00S25Z01502"
"4","JE4840427112","Magnetverriegelung","1","","","","","510","","","","","","","","","JE4840427112"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","","","","","","","","","","HE00S27Z40201"
"4","JE4840490301","Stift","1","","","","","515","","","","","","","","","JE4840490301"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","","","","","","","","","","HE53S27Z00802"
"4","RANT412434159","Flachkopfschraube TORX M4x8 A2","4","","","","","535","","","","","","","","","RANT412434159"
"4","HE57S11Z001-D-01","PLAN DES DEPART EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z001-D-01"
"4","RANT417006006","RONDELLE PLATE NORMALE D4 140 HV A4","4","","","","","545","","","","","","","","","RANT417006006"
"4","HE57S11Z10001","ENTREE DE MOUVEMENT DS","1","","","","","30","","","","","","","","","HE57S11Z10001"
"4","RANT421663142","Sicherungsscheibe Wellen 4x0.7","2","","","","","525","","","","","","","","","RANT421663142"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","JE4840426312","motor pre-assembly","1","","","","","","","","","","","","","","JE4840426312"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","JE4840427901","Verriegelungsvorrichtung","1","","","","","560","","","","","","","","","JE4840427901"
"4","HE57S90Z80101","INTERFACE BRIDE BRIDE","1","","","","","350","","","","","","","","","HE57S90Z80101"
"4","JE4840422106","Betriebsartenwaehler","1","","","","","60","","","","","","","","","JE4840422106"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","2","","","","","60","","","","","","","","","HE57S90Z80301"
"4","RANT412434080","Flachkopfschraube TORX M3x10 A2","8","","","","","710","","","","","","","","","RANT412434080"
"4","HE57S90Z80601","INTERFACE DES ISOLEE","1","","","","","40","","","","","","","","","HE57S90Z80601"
"4","RANT417025006","Scheibe gross D=4 140 HV niro A2","22","","","","","820","","","","","","","","","RANT417025006"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","150","","","","","","","","","HE57S90Z80701"
"4","RANT417025007","WASHER D5.5X15 ISO7093 U6593 A304","3","","","","","830","","","","","","","","","RANT417025007"
"4","","","1","","","","","","","","","","","","","","HE057-DS-MIN-6_0001__GIS_RED_003_BHT_CP_CONE MOBILE EQUIPE DS_HE057-DS-MIN-1_NO_B_DES2"
"4","JE4840440311","Gehaeuse","1","","","","","110","","","","","","","","","JE4840440311"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","","","","","","","","","","HE00P90Z80003"
"4","JE4840442101","cover","1","","","","","120","","","","","","","","","JE4840442101"
"5","HE364229003","CONTACT RESSORT D107","4","","","","","","","","","","","","","","HE364229003"
"4","JE4840145103","cover niro","1","","","","","480","","","","","","","","","JE4840145103"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","","","","","","","","","","HE57P11Z50001"
"4","JE4910394201","Anbaugehäuse Han 3EMV-agg-QB","3","","","","","460","","","","","","","","","JE4910394201"
"5","HE57P11Z60501","ELECTRODE MOBILE AG","1","","","","","","","","","","","","","","HE57P11Z60501"
"4","JE4910397601","Kunststoffkappe","3","","","","","470","","","","","","","","","JE4910397601"
"5","HE57P11Z60601","EMBASE ELECTRODE MOBILE AVEC AG","1","","","","","","","","","","","","","","HE57P11Z60601"
"4","JE4840345102","Covering plate sonder STAINLESS","1","","","","","430","","","","","","","","","JE4840345102"
"5","HE57P11Z60701","BANDE DE GUIDAGE DES","3","","","","","","","","","","","","","","HE57P11Z60701"
"4","JE4910392401","Anbaugehäuse Han 16EMV/B-agg-QB (40-pol)","3","","","","","410","","","","","","","","","JE4910392401"
"5","HE57P11Z61901","RESSORT MISE POTENTIEL","1","","","","","","","","","","","","","","HE57P11Z61901"
"4","JE4910392901","Kunststoffkappe m. Zapfen Han16B-AK","3","","","","","420","","","","","","","","","JE4910392901"
"5","HE57P21Z50001","PION INDEXAGE CONE","1","","","","","","","","","","","","","","HE57P21Z50001"
"3","HE057-TC-001-M","","1","","","","","","","","","","","","","","HE057-TC-001-M_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-M_NO_0_NOEMPTY_104000"
"5","HE57P35Z60001","ELECTRODE MID","1","","","","","","","","","","","","","","HE57P35Z60001"
"4","JE48490002-D","Drawing Item","1","","","","","DRAW","","","","","","","","","JE48490002-D"
"5","HE57S11Z501-D-01","PLAN CONE MOBILE EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z501-D-01"
"4","JE4840437101","flat gasket set","1","","","","","250","","","","","","","","","JE4840437101"
"5","RANT412134414","Zylschraube I6kt A2-70 M12x60","4","","","","","120","","","","","","","","","RANT412134414"
"4","JE4840520104","LOW-LEVEL ME4F","1","","","","","","","","","","","","","","JE4840520104"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","4","","","","","110","","","","","","","","","RANT417015011"
"4","JE4840522101","Mode Selector","1","","","","","30","","","","","","","","","JE4840522101"
"5","RANT421206388","GOUPILLE CYLINDRIQUE D8*24 INOX","2","","","","","50","","","","","","","","","RANT421206388"
"4","JE4840565901","Cover","1","","","","","140","","","","","","","","","JE4840565901"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"4","JE4840566001","spacer sleeve","2","","","","","160","","","","","","","","","JE4840566001"
"4","","","1","","","","","","","","","","","","","","HE057-DS-FIN-6_0001__GIS_RED_002_BHT_CP_CONE FIXE EQUIPE DS_HE057-DS-FIN-1_NO_B_DES2"
"4","JE4840566301","Connector plate","1","","","","","","","","","","","","","","JE4840566301"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","80","","","","","","","","","HE00P90Z80003"
"4","JE4840590101","distance piece","4","","","","","170","","","","","","","","","JE4840590101"
"5","HE364229003","CONTACT RESSORT D107","4","","","","","160","","","","","","","","","HE364229003"
"4","JE4910458901","Washer Bz","1","","","","","","","","","","","","","","JE4910458901"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","10","","","","","","","","","HE57P11Z50001"
"4","JE4910474708","CAP Dichtblindniete 3.2x8","4","","","","","960","","","","","","","","","JE4910474708"
"5","HE57P11Z60102","ELECTRODE Ø275 RADIALE DS AG","1","","","","","","","","","","","","","","HE57P11Z60102"
"4","JE4910478301","Sechskant-Rippenmutter mit Flansch M6","4","","","","","230","","","","","","","","","JE4910478301"
"5","HE57P11Z60901","EMBOUT CONTACT D'ARC FEMELLE","1","","","","","","","","","","","","","","HE57P11Z60901"
"4","JE4910479102","Flachkopfschraube Torx M5x10 A2 Tuflok","1","","","","","730","","","","","","","","","JE4910479102"
"5","HE57P11Z61001","CONTACT ARC FEMELLE","1","","","","","","","","","","","","","","HE57P11Z61001"
"4","JE4910479105","Flachkopfschraube Torx M4x12 A2 Tuflo","37","","","","","720","","","","","","","","","JE4910479105"
"5","HE57P11Z61101","ANNEAU DS","1","","","","","","","","","","","","","","HE57P11Z61101"
"4","RANT412434080","Flachkopfschraube TORX M3x10 A2","8","","","","","820","","","","","","","","","RANT412434080"
"5","HE57P11Z61201","BOUCHON DS","1","","","","","","","","","","","","","","HE57P11Z61201"
"4","RANT416134007","NUT M5 EN-ISO4032 U5588 A304","1","","","","","","","","","","","","","","RANT416134007"
"5","HE57P11Z61301","RESSORT DE COMPRESSION","1","","","","","","","","","","","","","","HE57P11Z61301"
"4","RANT417025007","WASHER D5.5X15 ISO7093 U6593 A304","1","","","","","880","","","","","","","","","RANT417025007"
"5","HE57P11Z62301","PARE EFFLUVE MALT","1","","","","","","","","","","","","","","HE57P11Z62301"
"4","RANT417202007","SPRING WASHER D5 UNI8839A A301 *","1","","","","","","","","","","","","","","RANT417202007"
"5","HE57P21Z50001","PION INDEXAGE CONE","1","","","","","30","","","","","","","","","HE57P21Z50001"
"4","RANT419112078","THREAD ROLLING SCREW TORX M3*6","2","","","","","910","","","","","","","","","RANT419112078"
"5","HE57P21Z50201","BAGUE DE GUIDAGE","1","","","","","130","","","","","","","","","HE57P21Z50201"
"4","RANT419112086","Gewindefurchschraube CE TROX M3x20","2","","","","","920","","","","","","","","","RANT419112086"
"5","HE57P21Z60001","ELECTRODE CONCAVE DE CONE AG","1","","","","","90","","","","","","","","","HE57P21Z60001"
"4","RANT419112201","Gewindeformschraube M5x12","4","","","","","930","","","","","","","","","RANT419112201"
"5","HE57S11Z500-D-01","PLAN CONE RADIAL EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z500-D-01"
"4","RANT421683182","CLIP SL D6 UNI8834 STEEL","1","","","","","","","","","","","","","","RANT421683182"
"5","RANT412034362","SHCS_M10_X_1.5_X_50_SSTA170","1","","","","","260","","","","","","","","","RANT412034362"
"4","JE4840481114","Betriebsartenschild","1","","","","","1013","","","","","","","","","JE4840481114"
"5","RANT412134310","HEX. SOCKET BOLT M8*40 A2-70","4","","","","","150","","","","","","","","","RANT412134310"
"4","JE4910705511","Drucktaster beleuchtet","1","","","","","541","","","","","","","","","JE4910705511"
"5","RANT412134414","Zylschraube I6kt A2-70 M12x60","2","","","","","110","","","","","","","","","RANT412134414"
"4","JE4910478102","Vorreiber untersch. schliessend","1","","","","","551","","","","","","","","","JE4910478102"
"5","RANT417005009","WASHER D8 ISO7089 U6592 A304 #","4","","","","","140","","","","","","","","","RANT417005009"
"4","JE4840475501","Sicherungsplatte","1","","","","","520","","","","","","","","","JE4840475501"
"5","RANT417005010","PLAIN WASHER NORMAL D10 140 HV A2","1","","","","","250","","","","","","","","","RANT417005010"
"4","JE4910474501","Dichtung Vorreiber","1","","","","","560","","","","","","","","","JE4910474501"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","2","","","","","100","","","","","","","","","RANT417015011"
"4","JE4840527102","Magnetic interlocking","1","","","","","511","","","","","","","","","JE4840527102"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"4","RANT412012204","Zylschraube I6kt 8.8 A2K M5x16","4","","","","","810","","","","","","","","","RANT412012204"
"4","HE057-03222-80348","","1","","","","","","","","","","","","","","HE057-03222-80348_0001_0_GIS_110_BHT_CP_PLAQUE SIGN. DS 5000A DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_DES2"
"4","RANT416119007","6kt Mutter mit Klemmteil M5","4","","","","","850","","","","","","","","","RANT416119007"
"5","HE00P79Z00301","Brut Plaque 74x52 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00301"
"4","JE4910703002","Antikon.-Heizung 820 ohm","1","","","","","351","","","","","","","","","JE4910703002"
"4","HE057-32802-40281","","1","","","","","","","","","","","","","","HE057-32802-40281_0001_100_GIS_008_BHT_CP_COUVERCLE RAL9016 CEN_HE53P27Z40101-T_BLUE_0_DES2"
"4","JE4840526102","Motor pre-assembly","1","","","","","331","","","","","","","","","JE4840526102"
"5","HE53P27Z40161","COUVERCLE PLEIN CENELEC","1","","","","","","","","","","","","","","HE53P27Z40161"
"4","JE4840145103","cover niro","1","","","","","480","","","","","","","","","JE4840145103"
"2","","","1","","","","","","","","","","","","","","100201446"
"4","JE4910474401","Druckausgleichselement M12x1.5","1","","","","","210","","","","","","","","","JE4910474401"
"3","","","1","","","","","","","","","","","","","","100201448"
"4","JE4910474402","Gegenmutter M12x1.5","1","","","","","220","","","","","","","","","JE4910474402"
"4","HE057-25328-31203","","1","","","","","","","","","","","","","","HE057-25328-31203_0001_NA_GIS_RED_001_SEH_MEC_DES-MEC2 ME4 CCW T155-7-02 SO=DB401_JE48404053-T0_NO_B_MEC2"
"4","RANT417025006","Scheibe gross D=4 140 HV niro A2","21","","","","","870","","","","","","","","","RANT417025006"
"5","HE057-618175217","","1","","","","","","","","","","","","","","HE057-3946875087_0001_0310_GIS_067_SEH_MEC_ELECTRICAL EQUIPMENT ME4 CPL -14_JE48404242-T_BLUE_0_MEC2"
"4","JE4910394201","Anbaugehäuse Han 3EMV-agg-QB","3","","","","","460","","","","","","","","","JE4910394201"
"6","JE48404242-D","JE48404242 Drawing","1","","","","","DRAW","","","","","","","","","JE48404242-D"
"4","JE4910397601","Kunststoffkappe","3","","","","","470","","","","","","","","","JE4910397601"
"6","JE4840425214","Nockenschalter Einheit","1","","","","","10","","","","","","","","","JE4840425214"
"4","JE4910392401","Anbaugehäuse Han 16EMV/B-agg-QB (40-pol)","2","","","","","410","","","","","","","","","JE4910392401"
"6","JE4910350601","Crimpkontakt-Stift 1,5mm2 versilbert","120","","","","","30","","","","","","","","","JE4910350601"
"4","JE4910392901","Kunststoffkappe m. Zapfen Han16B-AK","2","","","","","420","","","","","","","","","JE4910392901"
"6","JE4910392501","Stifteinsatz Han 40D-M-c","3","","","","","50","","","","","","","","","JE4910392501"
"4","JE4840442101","cover","1","","","","","120","","","","","","","","","JE4840442101"
"6","JE4910394001","Fuehrungsstift","6","","","","","60","","","","","","","","","JE4910394001"
"4","JE4840540101","Cabinet indoor","1","","","","","110","","","","","","","","","JE4840540101"
"6","JE4910394101","Fuehrungsbuchse","6","","","","","70","","","","","","","","","JE4910394101"
"4","JE4920464002","Warning sign, spring","1","","","","","","","","","","","","","","JE4920464002"
"6","JE4910396801","Stifteinsatz Han Q7/0","3","","","","","90","","","","","","","","","JE4910396801"
"4","JE4920464001","Warning sign, general","1","","","","","","","","","","","","","","JE4920464001"
"6","JE4910396901","Kodierpins Stift zu Han Q","3","","","","","100","","","","","","","","","JE4910396901"
"4","HE057-3506025659","","1","","","","","","","","","","","","","","HE057-3093877525_0001_310_GIS_067_SEH_MEC_ELECTRICAL EQUIPMENT ME4F -00 HE00L810075_JE48405231-T_BLUE_0_MEC6"
"6","JE4910398101","Varistoreneinheit 175V","1","","","","","110","","","","","","","","","JE4910398101"
"5","JE4811935101","Hebel m.Bolzen Hilfs-u.Mot.end","1","","","","","","","","","","","","","","JE4811935101"
"6","JE4910399901","Leitermarkierung WMS 4,8(EX9)R weiss","260","","","","","120","","","","","","","","","JE4910399901"
"5","JE48405231-D","DRAWING Electrical Equipment","1","","","","","","","","","","","","","","JE48405231-D"
"6","JE4910703002","Antikon.-Heizung 820 ohm","1","","","","","130","","","","","","","","","JE4910703002"
"5","JE4840526501","Mode selector contacts","1","","","","","340","","","","","","","","","JE4840526501"
"6","RANT267317311","Aderleitung Halogenfrei 1,5 mm2 schwarz","18","","","","","140","","","","","","","","","RANT267317311"
"5","JE4840534101","Double lever compl.","1","","","","","","","","","","","","","","JE4840534101"
"6","RANT419112078","THREAD ROLLING SCREW TORX M3*6","2","","","","","150","","","","","","","","","RANT419112078"
"5","JE4840552201","Support","1","","","","","","","","","","","","","","JE4840552201"
"6","RANT437101033","Aderendhülse mit Kunststoffhülse 1,5-10","120","","","","","160","","","","","","","","","RANT437101033"
"5","JE4840564202","Link","1","","","","","","","","","","","","","","JE4840564202"
"6","RANT437102034","Doppeladerendhülse isol. 2x1,5-12","25","","","","","170","","","","","","","","","RANT437102034"
"5","JE4910462401","Zylsch.I6kt M4x8-8.8 m.PRECOTE","2","","","","","","","","","","","","","","JE4910462401"
"6","HE06L810160","SCHEMA DE CABLAGE ME4","1","","","","","","","","","","","","","","HE06L810160_0001_0001_GIS_078_SEH_MEC_SCHEMA DE CABLAGE ME4_JE47010999-T_BLUE_0_MEC2"
"5","JE4910510001","Hilfsschalter 40E 4S","2","","","","","","","","","","","","","","JE4910510001"
"5","HE057-33584-23316","","1","","","","","","","","","","","","","","HE057-33584-23316_0001_1010_GIS_068_SEH_MEC_MEC LABEL KIT ME4 CPL -32 DB401_JE49204616-T1_BLUE_0_MEC2"
"5","JE9192801801","Selbstkl. Etikette 16x7 gelb","2","","","","","","","","","","","","","","JE9192801801"
"6","JE4840481432","Betriebsartenschild","1","","","","","","","","","","","","","","JE4840481432"
"5","RANT417021006","PLAIN_WASHER_LARGE_D4_200_HV_A2K","2","","","","","","","","","","","","","","RANT417021006"
"6","JE4920460104","Bezeichnungsschild - vorne - DSES","1","","","","","","","","","","","","","","JE4920460104"
"5","RANT417101007","Spannscheibe leicht D=5 A2","6","","","","","","","","","","","","","","RANT417101007"
"6","JE49204616-D","JE49204616 Drawing","1","","","","","DRAW","","","","","","","","","JE49204616-D"
"5","RANT419112200","Gewindeformschraube M5x10","6","","","","","","","","","","","","","","RANT419112200"
"6","JE49204616-P","JE49204616 Phantom","1","","","","","","","","","","","","","","JE49204616-P"
"5","RANT421663162","Sicherungsscheibe Wellen 5","2","","","","","940","","","","","","","","","RANT421663162"
"5","HE057-03051-02447","","1","","","","","","","","","","","","","","HE057-03051-02447_0001_0010_GIS_174_SEH_MEC_PLAQUE SIGN. ME4 MEC2 DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_MEC2"
"5","HE00L810075","SCHEMA DE CABLAGE ME4","1","","","","","","","","","","","","","","HE00L810075_0001_0001_GIS_078_SEH_MEC_SCHEMA DE CABLAGE ME4_JE47010999-T_BLUE_0_MEC6"
"6","HE00P79Z00302","Brut Plaque 80x80 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00302"
"4","HE057-16717-83493","","1","","","","","","","","","","","","","","HE057-16717-83493_0001_0010_GIS_174_SEH_MEC_PLAQUE SIGN. ME4 MEC6 DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_MEC6"
"5","JE4910705601","Blindstopfen 800F-N2","2","","","","","","","","","","","","","","JE4910705601"
"5","HE00P79Z00302","Brut Plaque 80x80 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00302"
"5","JE4112365101","Klebeplatte","4","","","","","","","","","","","","","","JE4112365101"
"3","HE057-TC-001-M","","1","","","","","","","","","","","","","","HE057-TC-001-M_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-M_NO_0_NOEMPTY_104000"
"5","JE4840145103","cover niro","1","","","","","","","","","","","","","","JE4840145103"
